Real-Time Object Detection Summary

Object: person, Confidence: 0.27, Color: Black, Position: Bottom-Right, Width: 117, Height: 50
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 253, Height: 163
Object: person, Confidence: 0.31, Color: Gray, Position: Center-Left, Width: 36, Height: 68
Object: laptop, Confidence: 0.37, Color: Green, Position: Center, Width: 189, Height: 151
Object: person, Confidence: 0.85, Color: Green, Position: Center-Right, Width: 352, Height: 343
Object: laptop, Confidence: 0.91, Color: Green, Position: Center-Left, Width: 256, Height: 163
Object: person, Confidence: 0.83, Color: Gray, Position: Center-Right, Width: 354, Height: 340
Object: laptop, Confidence: 0.92, Color: Gray, Position: Center-Left, Width: 258, Height: 162
Object: mouse, Confidence: 0.36, Color: Gray, Position: Center-Left, Width: 33, Height: 30
Object: laptop, Confidence: 0.37, Color: Green, Position: Top-Center, Width: 196, Height: 150
Object: person, Confidence: 0.79, Color: Green, Position: Center-Right, Width: 356, Height: 336
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 256, Height: 162
Object: laptop, Confidence: 0.29, Color: Gray, Position: Top-Center, Width: 194, Height: 150
Object: mouse, Confidence: 0.34, Color: Gray, Position: Center-Left, Width: 35, Height: 32
Object: person, Confidence: 0.75, Color: Green, Position: Center-Right, Width: 357, Height: 335
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 254, Height: 163
Object: mouse, Confidence: 0.32, Color: Gray, Position: Center-Left, Width: 36, Height: 28
Object: laptop, Confidence: 0.38, Color: Green, Position: Center, Width: 195, Height: 148
Object: person, Confidence: 0.83, Color: Green, Position: Center-Right, Width: 351, Height: 340
Object: laptop, Confidence: 0.92, Color: Green, Position: Center-Left, Width: 254, Height: 163
Real-Time Object Detection Summary

Object: cat, Confidence: 0.26, Color: Black, Position: Center-Right, Width: 162, Height: 132
Object: keyboard, Confidence: 0.27, Color: Other, Position: Center-Left, Width: 110, Height: 55
Object: cup, Confidence: 0.53, Color: Black, Position: Center-Left, Width: 37, Height: 32
Object: bottle, Confidence: 0.78, Color: Gray, Position: Top-Center, Width: 31, Height: 116
Object: laptop, Confidence: 0.84, Color: Green, Position: Top-Left, Width: 232, Height: 193
Object: teddy bear, Confidence: 0.26, Color: Black, Position: Center-Right, Width: 161, Height: 148
Object: cup, Confidence: 0.45, Color: Gray, Position: Center-Left, Width: 35, Height: 31
Object: bottle, Confidence: 0.82, Color: Gray, Position: Top-Center, Width: 33, Height: 116
Object: laptop, Confidence: 0.89, Color: Green, Position: Top-Left, Width: 218, Height: 191
Object: teddy bear, Confidence: 0.41, Color: Black, Position: Center-Right, Width: 163, Height: 146
Object: cup, Confidence: 0.61, Color: White, Position: Center-Left, Width: 36, Height: 31
Object: bottle, Confidence: 0.81, Color: Gray, Position: Top-Center, Width: 34, Height: 116
Object: laptop, Confidence: 0.91, Color: Green, Position: Top-Left, Width: 213, Height: 192
Object: mouse, Confidence: 0.27, Color: Black, Position: Center-Left, Width: 37, Height: 32
Object: teddy bear, Confidence: 0.27, Color: Black, Position: Center-Right, Width: 163, Height: 149
Object: cup, Confidence: 0.53, Color: Green, Position: Center-Left, Width: 35, Height: 31
Object: bottle, Confidence: 0.79, Color: Gray, Position: Top-Center, Width: 33, Height: 114
Object: laptop, Confidence: 0.87, Color: Green, Position: Top-Left, Width: 218, Height: 192
Object: teddy bear, Confidence: 0.29, Color: Black, Position: Center-Right, Width: 161, Height: 148
Object: cup, Confidence: 0.59, Color: White, Position: Center-Left, Width: 36, Height: 33
Object: bottle, Confidence: 0.79, Color: Gray, Position: Top-Center, Width: 33, Height: 116
Object: laptop, Confidence: 0.87, Color: Green, Position: Top-Left, Width: 221, Height: 193
Object: teddy bear, Confidence: 0.34, Color: Black, Position: Center-Right, Width: 165, Height: 143
Object: cup, Confidence: 0.49, Color: White, Position: Center-Left, Width: 35, Height: 31
Object: bottle, Confidence: 0.81, Color: Gray, Position: Top-Center, Width: 33, Height: 116
Object: laptop, Confidence: 0.89, Color: Green, Position: Top-Left, Width: 216, Height: 196
Object: cup, Confidence: 0.38, Color: White, Position: Center-Left, Width: 37, Height: 33
Object: sports ball, Confidence: 0.56, Color: Purple, Position: Center-Left, Width: 66, Height: 63
Object: bottle, Confidence: 0.72, Color: Gray, Position: Top-Center, Width: 33, Height: 117
Object: laptop, Confidence: 0.89, Color: Green, Position: Top-Left, Width: 215, Height: 195
Object: teddy bear, Confidence: 0.38, Color: Black, Position: Center-Right, Width: 103, Height: 113
Object: cup, Confidence: 0.46, Color: White, Position: Center-Left, Width: 35, Height: 30
Object: sports ball, Confidence: 0.59, Color: Purple, Position: Center-Left, Width: 65, Height: 63
Object: bottle, Confidence: 0.82, Color: Gray, Position: Top-Center, Width: 33, Height: 116
Object: laptop, Confidence: 0.89, Color: Green, Position: Top-Left, Width: 218, Height: 195
Object: mouse, Confidence: 0.29, Color: White, Position: Center-Left, Width: 34, Height: 33
Object: keyboard, Confidence: 0.32, Color: Green, Position: Center-Left, Width: 133, Height: 56
Object: teddy bear, Confidence: 0.46, Color: Green, Position: Center-Right, Width: 106, Height: 108
Object: cup, Confidence: 0.57, Color: Green, Position: Center-Left, Width: 35, Height: 31
Object: sports ball, Confidence: 0.71, Color: Green, Position: Center-Left, Width: 66, Height: 63
Object: bottle, Confidence: 0.83, Color: Gray, Position: Top-Center, Width: 33, Height: 115
Object: laptop, Confidence: 0.87, Color: Green, Position: Top-Left, Width: 225, Height: 191
Object: person, Confidence: 0.26, Color: Black, Position: Top-Left, Width: 61, Height: 108
Object: keyboard, Confidence: 0.31, Color: Black, Position: Center-Left, Width: 134, Height: 57
Object: sports ball, Confidence: 0.43, Color: Green, Position: Center-Left, Width: 65, Height: 63
Object: teddy bear, Confidence: 0.43, Color: Green, Position: Center-Right, Width: 102, Height: 111
Object: cup, Confidence: 0.49, Color: Gray, Position: Center-Left, Width: 36, Height: 31
Object: bottle, Confidence: 0.80, Color: Gray, Position: Top-Center, Width: 34, Height: 116
Object: laptop, Confidence: 0.88, Color: Green, Position: Top-Left, Width: 225, Height: 191
Object: keyboard, Confidence: 0.26, Color: Black, Position: Center-Left, Width: 130, Height: 56
Object: sports ball, Confidence: 0.50, Color: Green, Position: Center-Left, Width: 65, Height: 63
Object: cup, Confidence: 0.53, Color: Black, Position: Center-Left, Width: 36, Height: 31
Object: bottle, Confidence: 0.82, Color: Gray, Position: Top-Center, Width: 33, Height: 116
Object: laptop, Confidence: 0.89, Color: Green, Position: Top-Left, Width: 231, Height: 197
Object: teddy bear, Confidence: 0.27, Color: Black, Position: Center-Right, Width: 101, Height: 112
Object: cup, Confidence: 0.46, Color: White, Position: Center-Left, Width: 35, Height: 31
Object: sports ball, Confidence: 0.49, Color: Other, Position: Center-Left, Width: 65, Height: 63
Object: bottle, Confidence: 0.78, Color: Gray, Position: Top-Center, Width: 33, Height: 115
Object: laptop, Confidence: 0.88, Color: Green, Position: Top-Left, Width: 242, Height: 194
Object: sports ball, Confidence: 0.29, Color: Gray, Position: Center, Width: 91, Height: 83
Object: bed, Confidence: 0.30, Color: Black, Position: Center, Width: 613, Height: 425
Object: laptop, Confidence: 0.42, Color: Green, Position: Center-Left, Width: 135, Height: 111
Object: sports ball, Confidence: 0.64, Color: Green, Position: Center-Left, Width: 81, Height: 74
Object: bottle, Confidence: 0.74, Color: Green, Position: Top-Left, Width: 44, Height: 127
Object: mouse, Confidence: 0.25, Color: Blue, Position: Center-Left, Width: 80, Height: 73
Object: book, Confidence: 0.26, Color: Black, Position: Top-Right, Width: 138, Height: 80
Object: keyboard, Confidence: 0.28, Color: Green, Position: Center-Left, Width: 62, Height: 72
Object: sports ball, Confidence: 0.37, Color: Green, Position: Center-Left, Width: 80, Height: 74
Object: laptop, Confidence: 0.65, Color: Green, Position: Center-Left, Width: 134, Height: 130
Object: bottle, Confidence: 0.88, Color: Green, Position: Top-Left, Width: 44, Height: 125
Object: sports ball, Confidence: 0.43, Color: Gray, Position: Center-Left, Width: 80, Height: 74
Object: laptop, Confidence: 0.64, Color: Green, Position: Center-Left, Width: 134, Height: 136
Object: bottle, Confidence: 0.82, Color: Green, Position: Top-Left, Width: 44, Height: 126
Object: laptop, Confidence: 0.28, Color: Other, Position: Center-Left, Width: 68, Height: 79
Object: laptop, Confidence: 0.31, Color: Green, Position: Top-Left, Width: 137, Height: 106
Object: keyboard, Confidence: 0.34, Color: Green, Position: Center-Left, Width: 61, Height: 72
Object: sports ball, Confidence: 0.40, Color: Green, Position: Center-Left, Width: 80, Height: 74
Object: laptop, Confidence: 0.59, Color: Green, Position: Center-Left, Width: 132, Height: 102
Object: bottle, Confidence: 0.87, Color: Green, Position: Top-Left, Width: 44, Height: 126
Object: handbag, Confidence: 0.27, Color: Black, Position: Top-Left, Width: 81, Height: 112
Object: bottle, Confidence: 0.78, Color: Green, Position: Top-Left, Width: 44, Height: 129
Object: bottle, Confidence: 0.85, Color: White, Position: Top-Left, Width: 45, Height: 128
Object: sports ball, Confidence: 0.26, Color: Other, Position: Center-Left, Width: 80, Height: 73
Object: laptop, Confidence: 0.28, Color: Gray, Position: Top-Left, Width: 137, Height: 130
Object: person, Confidence: 0.50, Color: Black, Position: Top-Right, Width: 231, Height: 252
Object: laptop, Confidence: 0.57, Color: Green, Position: Center-Left, Width: 132, Height: 100
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 43, Height: 126
Object: laptop, Confidence: 0.28, Color: Gray, Position: Top-Left, Width: 137, Height: 110
Object: laptop, Confidence: 0.53, Color: Green, Position: Center-Left, Width: 132, Height: 96
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 45, Height: 127
Object: laptop, Confidence: 0.32, Color: Gray, Position: Top-Left, Width: 136, Height: 122
Object: laptop, Confidence: 0.56, Color: Green, Position: Center-Left, Width: 136, Height: 116
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 45, Height: 127
Object: sports ball, Confidence: 0.25, Color: Purple, Position: Center-Left, Width: 80, Height: 74
Object: laptop, Confidence: 0.30, Color: Gray, Position: Top-Left, Width: 137, Height: 100
Object: laptop, Confidence: 0.53, Color: Green, Position: Center-Left, Width: 133, Height: 107
Object: bottle, Confidence: 0.85, Color: Green, Position: Top-Left, Width: 46, Height: 127
Object: keyboard, Confidence: 0.28, Color: Other, Position: Center-Left, Width: 62, Height: 73
Object: laptop, Confidence: 0.38, Color: Green, Position: Top-Left, Width: 137, Height: 104
Object: book, Confidence: 0.39, Color: Green, Position: Top-Left, Width: 136, Height: 71
Object: laptop, Confidence: 0.55, Color: Green, Position: Center-Left, Width: 136, Height: 136
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 46, Height: 127
Object: keyboard, Confidence: 0.26, Color: Other, Position: Center-Left, Width: 61, Height: 71
Object: sports ball, Confidence: 0.28, Color: Green, Position: Center-Left, Width: 84, Height: 73
Object: book, Confidence: 0.34, Color: Green, Position: Top-Left, Width: 138, Height: 72
Object: laptop, Confidence: 0.59, Color: Green, Position: Center-Left, Width: 136, Height: 137
Object: bottle, Confidence: 0.88, Color: Green, Position: Top-Left, Width: 44, Height: 128
Object: book, Confidence: 0.33, Color: White, Position: Top-Left, Width: 136, Height: 73
Object: keyboard, Confidence: 0.34, Color: Other, Position: Center-Left, Width: 61, Height: 72
Object: laptop, Confidence: 0.62, Color: Green, Position: Center-Left, Width: 137, Height: 151
Object: bottle, Confidence: 0.87, Color: Green, Position: Top-Left, Width: 46, Height: 126
Object: keyboard, Confidence: 0.27, Color: Other, Position: Center-Left, Width: 61, Height: 73
Object: book, Confidence: 0.33, Color: Green, Position: Top-Left, Width: 138, Height: 73
Object: sports ball, Confidence: 0.34, Color: Green, Position: Center-Left, Width: 80, Height: 74
Object: laptop, Confidence: 0.52, Color: Green, Position: Center-Left, Width: 138, Height: 141
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 47, Height: 127
Object: sports ball, Confidence: 0.27, Color: Other, Position: Center-Left, Width: 80, Height: 74
Object: laptop, Confidence: 0.33, Color: White, Position: Top-Left, Width: 137, Height: 78
Object: book, Confidence: 0.42, Color: Green, Position: Top-Left, Width: 138, Height: 71
Object: laptop, Confidence: 0.59, Color: Green, Position: Center-Left, Width: 131, Height: 99
Object: bottle, Confidence: 0.85, Color: Green, Position: Top-Left, Width: 47, Height: 127
Object: sports ball, Confidence: 0.27, Color: Other, Position: Center-Left, Width: 80, Height: 74
Object: bottle, Confidence: 0.32, Color: Gray, Position: Top-Left, Width: 57, Height: 118
Object: book, Confidence: 0.34, Color: White, Position: Top-Left, Width: 138, Height: 71
Object: laptop, Confidence: 0.37, Color: Green, Position: Top-Left, Width: 136, Height: 113
Object: laptop, Confidence: 0.61, Color: Green, Position: Center-Left, Width: 134, Height: 123
Object: bottle, Confidence: 0.85, Color: Green, Position: Top-Left, Width: 45, Height: 127
Object: keyboard, Confidence: 0.25, Color: Other, Position: Center-Left, Width: 61, Height: 72
Object: laptop, Confidence: 0.38, Color: Green, Position: Top-Left, Width: 135, Height: 98
Object: book, Confidence: 0.39, Color: Green, Position: Top-Left, Width: 137, Height: 72
Object: laptop, Confidence: 0.57, Color: Green, Position: Center-Left, Width: 137, Height: 135
Object: bottle, Confidence: 0.87, Color: Green, Position: Top-Left, Width: 45, Height: 126
Object: sports ball, Confidence: 0.32, Color: Purple, Position: Center-Left, Width: 83, Height: 74
Object: laptop, Confidence: 0.41, Color: Green, Position: Center-Left, Width: 135, Height: 130
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 46, Height: 130
Object: laptop, Confidence: 0.33, Color: White, Position: Center-Left, Width: 134, Height: 148
Object: laptop, Confidence: 0.34, Color: Green, Position: Center-Left, Width: 99, Height: 89
Object: keyboard, Confidence: 0.35, Color: Green, Position: Center-Left, Width: 98, Height: 88
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 46, Height: 127
Object: bottle, Confidence: 0.84, Color: White, Position: Top-Left, Width: 44, Height: 126
Object: sports ball, Confidence: 0.30, Color: Other, Position: Center-Left, Width: 81, Height: 75
Object: mouse, Confidence: 0.30, Color: Green, Position: Center-Left, Width: 80, Height: 73
Object: book, Confidence: 0.32, Color: Gray, Position: Top-Left, Width: 136, Height: 70
Object: laptop, Confidence: 0.40, Color: Green, Position: Top-Left, Width: 135, Height: 94
Object: laptop, Confidence: 0.62, Color: Green, Position: Center-Left, Width: 131, Height: 103
Object: bottle, Confidence: 0.88, Color: Green, Position: Top-Left, Width: 44, Height: 126
Object: mouse, Confidence: 0.26, Color: Other, Position: Center-Left, Width: 82, Height: 74
Object: laptop, Confidence: 0.35, Color: White, Position: Top-Left, Width: 136, Height: 97
Object: sports ball, Confidence: 0.54, Color: Green, Position: Center-Left, Width: 81, Height: 76
Object: laptop, Confidence: 0.59, Color: Green, Position: Center-Left, Width: 131, Height: 96
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 45, Height: 127
Object: laptop, Confidence: 0.33, Color: White, Position: Top-Left, Width: 137, Height: 96
Object: sports ball, Confidence: 0.54, Color: Other, Position: Center-Left, Width: 81, Height: 76
Object: mouse, Confidence: 0.55, Color: Green, Position: Center-Left, Width: 82, Height: 76
Object: laptop, Confidence: 0.56, Color: Green, Position: Center-Left, Width: 132, Height: 103
Object: bottle, Confidence: 0.85, Color: Green, Position: Top-Left, Width: 46, Height: 128
Object: laptop, Confidence: 0.28, Color: White, Position: Top-Left, Width: 136, Height: 79
Object: laptop, Confidence: 0.55, Color: Green, Position: Center-Left, Width: 130, Height: 92
Object: sports ball, Confidence: 0.57, Color: Green, Position: Center-Left, Width: 81, Height: 76
Object: mouse, Confidence: 0.61, Color: Green, Position: Center-Left, Width: 82, Height: 76
Object: bottle, Confidence: 0.87, Color: Green, Position: Top-Left, Width: 46, Height: 127
Object: mouse, Confidence: 0.51, Color: Other, Position: Center-Left, Width: 82, Height: 76
Object: laptop, Confidence: 0.52, Color: Green, Position: Center-Left, Width: 134, Height: 123
Object: sports ball, Confidence: 0.53, Color: Green, Position: Center-Left, Width: 81, Height: 76
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 47, Height: 127
Object: mouse, Confidence: 0.48, Color: Other, Position: Center-Left, Width: 82, Height: 76
Object: sports ball, Confidence: 0.52, Color: Green, Position: Center-Left, Width: 81, Height: 76
Object: laptop, Confidence: 0.55, Color: Green, Position: Center-Left, Width: 137, Height: 140
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 46, Height: 127
Object: mouse, Confidence: 0.47, Color: Other, Position: Center-Left, Width: 82, Height: 76
Object: sports ball, Confidence: 0.49, Color: Green, Position: Center-Left, Width: 81, Height: 76
Object: laptop, Confidence: 0.59, Color: Green, Position: Center-Left, Width: 132, Height: 120
Object: bottle, Confidence: 0.85, Color: Green, Position: Top-Left, Width: 46, Height: 127
Object: laptop, Confidence: 0.33, Color: White, Position: Top-Left, Width: 136, Height: 76
Object: laptop, Confidence: 0.51, Color: Green, Position: Center-Left, Width: 131, Height: 96
Object: sports ball, Confidence: 0.52, Color: Green, Position: Center-Left, Width: 81, Height: 76
Object: person, Confidence: 0.53, Color: Green, Position: Top-Left, Width: 184, Height: 121
Object: mouse, Confidence: 0.54, Color: Green, Position: Center-Left, Width: 82, Height: 75
Object: bottle, Confidence: 0.85, Color: Green, Position: Top-Left, Width: 48, Height: 127
Object: laptop, Confidence: 0.28, Color: White, Position: Top-Left, Width: 138, Height: 107
Object: sports ball, Confidence: 0.34, Color: Other, Position: Center-Left, Width: 82, Height: 76
Object: person, Confidence: 0.38, Color: Green, Position: Top-Center, Width: 192, Height: 116
Object: mouse, Confidence: 0.38, Color: Green, Position: Center-Left, Width: 82, Height: 74
Object: laptop, Confidence: 0.62, Color: Green, Position: Center-Left, Width: 132, Height: 100
Object: bottle, Confidence: 0.85, Color: Green, Position: Top-Left, Width: 48, Height: 125
Object: mouse, Confidence: 0.48, Color: Other, Position: Center-Left, Width: 81, Height: 76
Object: laptop, Confidence: 0.49, Color: Green, Position: Center-Left, Width: 131, Height: 94
Object: sports ball, Confidence: 0.50, Color: Green, Position: Center-Left, Width: 81, Height: 76
Object: bottle, Confidence: 0.84, Color: White, Position: Top-Left, Width: 45, Height: 126
Object: laptop, Confidence: 0.32, Color: White, Position: Top-Left, Width: 139, Height: 74
Object: sports ball, Confidence: 0.46, Color: Other, Position: Center-Left, Width: 81, Height: 76
Object: mouse, Confidence: 0.51, Color: Green, Position: Center-Left, Width: 81, Height: 74
Object: person, Confidence: 0.58, Color: Green, Position: Top-Center, Width: 184, Height: 120
Object: laptop, Confidence: 0.60, Color: Green, Position: Center-Left, Width: 133, Height: 129
Object: bottle, Confidence: 0.81, Color: Green, Position: Top-Left, Width: 46, Height: 127
Object: laptop, Confidence: 0.30, Color: White, Position: Top-Left, Width: 137, Height: 112
Object: mouse, Confidence: 0.33, Color: Other, Position: Center-Left, Width: 81, Height: 75
Object: laptop, Confidence: 0.48, Color: Green, Position: Center-Left, Width: 135, Height: 107
Object: sports ball, Confidence: 0.50, Color: Green, Position: Center-Left, Width: 81, Height: 76
Object: bottle, Confidence: 0.82, Color: Green, Position: Top-Left, Width: 44, Height: 127
Object: laptop, Confidence: 0.30, Color: Gray, Position: Top-Left, Width: 137, Height: 134
Object: sports ball, Confidence: 0.38, Color: Other, Position: Center-Left, Width: 81, Height: 76
Object: mouse, Confidence: 0.44, Color: Green, Position: Center-Left, Width: 80, Height: 74
Object: laptop, Confidence: 0.52, Color: Green, Position: Center-Left, Width: 132, Height: 101
Object: bottle, Confidence: 0.81, Color: Green, Position: Top-Left, Width: 49, Height: 127
Object: person, Confidence: 0.25, Color: Gray, Position: Top-Left, Width: 96, Height: 117
Object: book, Confidence: 0.28, Color: Gray, Position: Top-Left, Width: 137, Height: 72
Object: mouse, Confidence: 0.40, Color: Other, Position: Center-Left, Width: 81, Height: 74
Object: laptop, Confidence: 0.41, Color: Green, Position: Top-Left, Width: 136, Height: 91
Object: sports ball, Confidence: 0.52, Color: Green, Position: Center-Left, Width: 81, Height: 76
Object: laptop, Confidence: 0.58, Color: Green, Position: Center-Left, Width: 137, Height: 139
Object: bottle, Confidence: 0.84, Color: Green, Position: Top-Left, Width: 44, Height: 128
Object: laptop, Confidence: 0.26, Color: White, Position: Top-Left, Width: 136, Height: 100
Object: person, Confidence: 0.33, Color: Green, Position: Top-Left, Width: 117, Height: 123
Object: laptop, Confidence: 0.41, Color: Green, Position: Center-Left, Width: 132, Height: 90
Object: bottle, Confidence: 0.78, Color: Green, Position: Top-Left, Width: 43, Height: 129
Object: laptop, Confidence: 0.28, Color: Gray, Position: Top-Left, Width: 137, Height: 83
Object: person, Confidence: 0.39, Color: Green, Position: Top-Left, Width: 134, Height: 112
Object: laptop, Confidence: 0.41, Color: Green, Position: Center-Left, Width: 133, Height: 106
Object: bottle, Confidence: 0.82, Color: Green, Position: Top-Left, Width: 44, Height: 128
Object: laptop, Confidence: 0.56, Color: Gray, Position: Center-Left, Width: 136, Height: 149
Object: bottle, Confidence: 0.83, Color: Green, Position: Top-Left, Width: 44, Height: 128
Object: laptop, Confidence: 0.30, Color: Gray, Position: Top-Left, Width: 137, Height: 126
Object: laptop, Confidence: 0.48, Color: Green, Position: Center-Left, Width: 133, Height: 115
Object: person, Confidence: 0.51, Color: Green, Position: Top-Left, Width: 129, Height: 122
Object: bottle, Confidence: 0.84, Color: Green, Position: Top-Left, Width: 46, Height: 127
Object: laptop, Confidence: 0.52, Color: Gray, Position: Center-Left, Width: 130, Height: 97
Object: person, Confidence: 0.74, Color: Gray, Position: Top-Center, Width: 130, Height: 122
Object: bottle, Confidence: 0.86, Color: Green, Position: Top-Left, Width: 47, Height: 126
Object: person, Confidence: 0.50, Color: White, Position: Top-Center, Width: 157, Height: 131
Object: bottle, Confidence: 0.69, Color: Green, Position: Top-Left, Width: 45, Height: 128
Object: person, Confidence: 0.49, Color: White, Position: Top-Left, Width: 154, Height: 120
Object: bottle, Confidence: 0.75, Color: Green, Position: Top-Left, Width: 46, Height: 126
Object: cell phone, Confidence: 0.31, Color: Black, Position: Top-Left, Width: 40, Height: 36
Object: person, Confidence: 0.37, Color: Green, Position: Top-Left, Width: 187, Height: 121
Object: bottle, Confidence: 0.82, Color: Green, Position: Top-Left, Width: 47, Height: 129
Object: laptop, Confidence: 0.29, Color: White, Position: Top-Left, Width: 136, Height: 127
Object: laptop, Confidence: 0.38, Color: Green, Position: Center-Left, Width: 133, Height: 91
Object: bottle, Confidence: 0.75, Color: Green, Position: Top-Left, Width: 48, Height: 127
Object: person, Confidence: 0.29, Color: White, Position: Top-Left, Width: 216, Height: 123
Object: bottle, Confidence: 0.83, Color: Green, Position: Top-Left, Width: 46, Height: 129
Object: bottle, Confidence: 0.51, Color: White, Position: Top-Center, Width: 45, Height: 111
Object: bottle, Confidence: 0.86, Color: White, Position: Top-Left, Width: 46, Height: 126
Object: umbrella, Confidence: 0.36, Color: Gray, Position: Top-Center, Width: 152, Height: 61
Object: sports ball, Confidence: 0.87, Color: Gray, Position: Center, Width: 116, Height: 102
Object: person, Confidence: 0.85, Color: White, Position: Center-Right, Width: 347, Height: 387
Object: person, Confidence: 0.94, Color: White, Position: Bottom-Left, Width: 216, Height: 233
Object: person, Confidence: 0.87, Color: White, Position: Center-Right, Width: 351, Height: 381
Object: person, Confidence: 0.93, Color: White, Position: Bottom-Left, Width: 268, Height: 234
Object: person, Confidence: 0.89, Color: White, Position: Center-Right, Width: 353, Height: 374
Object: person, Confidence: 0.91, Color: White, Position: Bottom-Left, Width: 216, Height: 231
Object: person, Confidence: 0.74, Color: White, Position: Bottom-Left, Width: 62, Height: 214
Object: person, Confidence: 0.91, Color: White, Position: Center, Width: 451, Height: 350
Object: person, Confidence: 0.78, Color: Gray, Position: Bottom-Left, Width: 75, Height: 119
Object: person, Confidence: 0.90, Color: White, Position: Center, Width: 452, Height: 342
Real-Time Object Detection Summary

Object: sports ball, Confidence: 0.40, Color: Gray, Position: Bottom-Center, Width: 87, Height: 86
Object: kite, Confidence: 0.61, Color: Other, Position: Bottom-Left, Width: 71, Height: 75
Object: kite, Confidence: 0.49, Color: Gray, Position: Bottom-Left, Width: 72, Height: 74
Object: sports ball, Confidence: 0.33, Color: Gray, Position: Bottom-Center, Width: 90, Height: 86
Object: kite, Confidence: 0.57, Color: Other, Position: Bottom-Left, Width: 71, Height: 74
Object: kite, Confidence: 0.57, Color: Gray, Position: Bottom-Left, Width: 72, Height: 74
Object: sports ball, Confidence: 0.39, Color: Gray, Position: Bottom-Center, Width: 88, Height: 86
Object: kite, Confidence: 0.61, Color: Other, Position: Bottom-Left, Width: 71, Height: 75
Object: sports ball, Confidence: 0.28, Color: Gray, Position: Bottom-Center, Width: 91, Height: 86
Object: kite, Confidence: 0.26, Color: Gray, Position: Center, Width: 476, Height: 202
Object: sports ball, Confidence: 0.27, Color: Purple, Position: Bottom-Center, Width: 92, Height: 89
Object: sports ball, Confidence: 0.27, Color: Gray, Position: Bottom-Center, Width: 88, Height: 90
Object: kite, Confidence: 0.32, Color: Gray, Position: Bottom-Center, Width: 90, Height: 89
Object: sports ball, Confidence: 0.32, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.31, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: kite, Confidence: 0.26, Color: Gray, Position: Bottom-Center, Width: 93, Height: 89
Object: sports ball, Confidence: 0.38, Color: Green, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.37, Color: Gray, Position: Bottom-Center, Width: 92, Height: 89
Object: kite, Confidence: 0.30, Color: Gray, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.39, Color: Green, Position: Bottom-Center, Width: 92, Height: 90
Object: sports ball, Confidence: 0.34, Color: Gray, Position: Bottom-Center, Width: 89, Height: 89
Object: sports ball, Confidence: 0.40, Color: Gray, Position: Bottom-Center, Width: 92, Height: 91
Object: sports ball, Confidence: 0.31, Color: Gray, Position: Bottom-Center, Width: 92, Height: 89
Object: sports ball, Confidence: 0.42, Color: Gray, Position: Bottom-Center, Width: 91, Height: 88
Object: sports ball, Confidence: 0.50, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.42, Color: Gray, Position: Bottom-Center, Width: 90, Height: 90
Object: kite, Confidence: 0.28, Color: Gray, Position: Bottom-Center, Width: 90, Height: 89
Object: sports ball, Confidence: 0.37, Color: Gray, Position: Bottom-Center, Width: 91, Height: 88
Object: sports ball, Confidence: 0.31, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.45, Color: Gray, Position: Bottom-Center, Width: 92, Height: 89
Object: sports ball, Confidence: 0.38, Color: Gray, Position: Bottom-Center, Width: 91, Height: 88
Object: sports ball, Confidence: 0.36, Color: Gray, Position: Bottom-Center, Width: 89, Height: 89
Object: sports ball, Confidence: 0.30, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.28, Color: Gray, Position: Bottom-Center, Width: 92, Height: 91
Object: sports ball, Confidence: 0.26, Color: Gray, Position: Bottom-Center, Width: 89, Height: 89
Object: sports ball, Confidence: 0.34, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.35, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.34, Color: Gray, Position: Bottom-Center, Width: 91, Height: 89
Object: sports ball, Confidence: 0.27, Color: Gray, Position: Bottom-Center, Width: 88, Height: 89
